,acceleration_input,steering_input,acceleration_measurement,orientation_measurement,positions_x_ground_truth,positions_y_ground_truth,velocities_ground_truth,timestamps
0,0.0,0.001,0.41493774613796436,-0.06679654818300083,0.0,0.0,5.0,0.05
1,0.0,0.002,-0.040451925616368775,0.18591706965080068,0.25,0.0,5.0,0.1
2,0.0,0.003,-0.17238250889559642,-0.17155901029215193,0.4999998750000104,0.0002499999583333354,5.0,0.15000000000000002
3,0.0,0.004,-0.28617477793864055,0.24085784101727142,0.7499993283913372,0.0007727848451242235,5.0,0.2
4,0.0,0.005,-0.07136374656508986,-0.2221324070536787,0.9999979889801659,0.0015911391642606132,5.0,0.25
5,0.0,0.006,-0.01681328135246,0.012146119866358622,1.249995404758582,0.002727846740463129,5.0,0.30000000000000004
6,0.0,0.007,-0.14180259362144523,-0.0950873636838798,1.4999910366762466,0.004205690469528953,5.0,0.35000000000000003
7,0.0,0.008,-0.24177584958495837,-0.09956314805312276,1.7499842524129108,0.006047452028913933,5.0,0.4
8,0.0,0.009000000000000001,-0.2357321850910105,-0.2746352586125141,1.9999743201519742,0.008275911545817102,5.0,0.45
9,0.0,0.010000000000000002,-0.10185217464732327,-0.1634187365388225,2.2499604023553226,0.010913847219932861,5.0,0.5
10,0.0,0.011000000000000003,-0.06756112090767823,0.03604412865404708,2.4999415495397077,0.013984034898037373,5.0,0.55
11,0.0,0.012000000000000004,0.07770627564155887,0.05250249370726386,2.7499166940549635,0.017509247597577243,5.0,0.6000000000000001
12,0.0,0.013000000000000005,-0.3708779675995977,0.06209083480195736,2.999884643864384,0.02151225497643032,5.0,0.65
13,0.0,0.014000000000000005,0.2161144432912873,0.048069179947505654,3.2498440763276233,0.026015822746010542,5.0,0.7000000000000001
14,0.0,0.015000000000000006,-0.2037088268950294,-0.017255149490443447,3.4997935319865183,0.031042712024891096,5.0,0.75
15,0.0,0.016000000000000007,0.31871397767566023,-0.3049983461879957,3.7497314083542608,0.03661567863012289,5.0,0.8
16,0.0,0.017000000000000008,0.07638846538008029,0.07187732667875699,3.9996559537084027,0.04275747230342847,5.0,0.8500000000000001
17,0.0,0.01800000000000001,-0.13816843972370388,-0.14554313030630928,4.249565260888203,0.049490835869454894,5.0,0.9
18,0.0,0.01900000000000001,0.02099730744538081,-0.2099511176973441,4.499457261096879,0.05683850432327317,5.0,0.9500000000000001
